region;city;id;href;region_code;
Новосибирская область;Каргат;2996;/banks/Novosibirskaya_oblast~/Kargat/;54;
Смоленская область;Рудня;7610;/banks/Smolenskaya_oblast~/Rudnya/;67;
Свердловская область;Волчанск;2689;/banks/Sverdlovskaya_oblast~/Volchansk/;66;
Тверская область;Кувшиново;6004;/banks/Tverskaya_oblast~/Kuvsshinovo/;69;
Нижегородская область;Володарск;2684;/banks/Nizhegorodskaya_oblast~/Volodarsk/;52;
Свердловская область;Михайловск;6224;/banks/Sverdlovskaya_oblast~/Mihaylovsk/;66;
Костромская область;Нея;3407;/banks/Kostromskaya_oblast~/Neya/;44;
Санкт-Петербург и область;Ивангород;2903;/banks/Sankt-Peterburg_i_oblast~/Ivangorod/;47;
Вологодская область;Тотьма;3969;/banks/Vologodskaya_oblast~/Tot~ma/list/;35;
Республика Карелия;Суоярви;3886;/banks/Respublika_Kareliya/Suoyarvi/;10;
Республика Карелия;Пудож;3690;/banks/Respublika_Kareliya/Pudozh/;10;
Липецкая область;Задонск;2865;/banks/Lipetsskaya_oblast~/Zadonsk/;48;
Калужская область;Таруса;3923;/banks/Kaluzhskaya_oblast~/Tarusa/list/;40;
Тульская область;Болохово;7583;/banks/Tul~skaya_oblast~/Bolohovo/;71;
Вологодская область;Белозерск;2529;/banks/Vologodskaya_oblast~/Belozersk/list/;35;
Чувашская Республика;Ядрин;523;/banks/Chuvasshskaya_Respublika/Yadrin/;21;
Республика Калмыкия;Городовиковск;2740;/banks/Respublika_Kalmyikiya/Gorodovikovsk/;8;
Амурская область;Сковородино;723;/banks/Amurskaya_oblast~/Skovorodino/list/;28;
Кировская область;Нолинск;3493;/banks/Kirovskaya_oblast~/Nolinsk/;43;
Республика Саха (Якутия);Покровск;3637;/banks/Respublika_Saha_(Yakutiya)/Pokrovsk/;14;
Республика Саха (Якутия);Олекминск;3524;/banks/Respublika_Saha_(Yakutiya)/Olekminsk/;14;
Вологодская область;Устюжна;4055;/banks/Vologodskaya_oblast~/Ustyuzhna/list/;35;
Свердловская область;Верхняя Тура;2665;/banks/Sverdlovskaya_oblast~/Verhnyaya_Tura/;66;
Челябинская область;Верхнеуральск;4989;/banks/Chelyabinskaya_oblast~/Verhneural~sk/;74;
Республика Мордовия;Ардатов;2451;/banks/Respublika_Mordoviya/Ardatov/;13;
Еврейская автономная область;Облучье;3501;/banks/Evreyskaya_avtonomnaya_oblast~/Obluch~e/list/;79;
Тверская область;Западная Двина;4699;/banks/Tverskaya_oblast~/Zapadnaya_Dvina/;69;
Волгоградская область;Серафимович;3774;/banks/Volgogradskaya_oblast~/Serafimovich/list/;34;
Нижегородская область;Перевоз;3586;/banks/Nizhegorodskaya_oblast~/Perevoz/;52;
Владимирская область;Костерево;5096;/banks/Vladimirskaya_oblast~/Kosterevo/list/;33;
Сахалинская область;Анива;773;/banks/Sahalinskaya_oblast~/Aniva/;65;
Карачаево-Черкесская Республика;Теберда;3932;/banks/Karachaevo-Cherkesskaya_Respublika/Teberda/list/;9;
Чувашская Республика;Мариинский Посад;3281;/banks/Chuvasshskaya_Respublika/Mariinskiy_Posad/;21;
Псковская область;Дно;2797;/banks/Pskovskaya_oblast~/Dno/;60;
Республика Карелия;Олонец;3526;/banks/Respublika_Kareliya/Olonetss/;10;
Республика Тыва;Чадан;4860;/banks/Respublika_Tyiva/Chadan/;17;
Иркутская область;Бирюсинск;2559;/banks/Irkutskaya_oblast~/Biryusinsk/list/;38;
Нижегородская область;Ветлуга;2671;/banks/Nizhegorodskaya_oblast~/Vetluga/;52;
Санкт-Петербург и область;Новая Ладога;3436;/banks/Sankt-Peterburg_i_oblast~/Novaya_Ladoga/;47;
Свердловская область;Верхотурье;2668;/banks/Sverdlovskaya_oblast~/Verhotur~e/;66;
Смоленская область;Починок;4771;/banks/Smolenskaya_oblast~/Pochinok/;67;
Тульская область;Липки;7582;/banks/Tul~skaya_oblast~/Lipki/;71;
Ивановская область;Комсомольск;3068;/banks/Ivanovskaya_oblast~/Komsomol~sk/list/;37;
Республика Мордовия;Инсар;2934;/banks/Respublika_Mordoviya/Insar/;13;
Республика Татарстан;Болгар;2579;/banks/Respublika_Tatarstan/Bolgar/;16;
Республика Татарстан;Болгар;2579;/banks/Respublika_Tatarstan/Bolgar/;16;
Тверская область;Старица;4796;/banks/Tverskaya_oblast~/Staritssa/;69;
Ивановская область;Пучеж;3695;/banks/Ivanovskaya_oblast~/Puchezh/list/;37;
Пензенская область;Белинский;2526;/banks/Penzenskaya_oblast~/Belinskiy/;58;
Вологодская область;Никольск;3427;/banks/Vologodskaya_oblast~/Nikol~sk/list/;35;
Калужская область;Белоусово;5108;/banks/Kaluzhskaya_oblast~/Belousovo/list/;40;
Сахалинская область;Шахтерск;9074;/banks/Sahalinskaya_oblast~/Shahtersk/;65;
Курганская область;Макушино;3262;/banks/Kurganskaya_oblast~/Makusshino/;45;
Калужская область;Медынь;3297;/banks/Kaluzhskaya_oblast~/Medyin~/list/;40;
Кировская область;Малмыж;3269;/banks/Kirovskaya_oblast~/Malmyizh/;43;
Тверская область;Андреаполь;4660;/banks/Tverskaya_oblast~/Andreapol~/;69;
Кемеровская область;Салаир;3741;/banks/Kemerovskaya_oblast~/Salair/list/;42;
Псковская область;Новосокольники;3478;/banks/Pskovskaya_oblast~/Novosokol~niki/;60;
Смоленская область;Сычевка;4803;/banks/Smolenskaya_oblast~/Syichevka/;67;
Пензенская область;Городище;5352;/banks/Penzenskaya_oblast~/Gorodissche/;58;
Республика Саха (Якутия);Томмот;4808;/banks/Respublika_Saha_(Yakutiya)/Tommot/;14;
Брянская область;Мглин;6232;/banks/Bryanskaya_oblast~/Mglin/list/;32;
Белгородская область;Бирюч;2560;/banks/Belgorodskaya_oblast~/Biryuch/list/;31;
Республика Карелия;Лахденпохья;6626;/banks/Respublika_Kareliya/Lahdenpoh~ya/;10;
Калининградская область;Мамоново;4997;/banks/Kaliningradskaya_oblast~/Mamonovo/list/;39;
Рязанская область;Спасск-Рязанский;4793;/banks/Ryazanskaya_oblast~/Spassk-Ryazanskiy/;62;
Вологодская область;Кириллов;3035;/banks/Vologodskaya_oblast~/Kirillov/list/;35;
Республика Татарстан;Лаишево;3195;/banks/Respublika_Tatarstan/Laisshevo/;16;
Республика Татарстан;Лаишево;3195;/banks/Respublika_Tatarstan/Laisshevo/;16;
Курская область;Дмитриев;2794;/banks/Kurskaya_oblast~/Dmitriev/;46;
Смоленская область;Велиж;4673;/banks/Smolenskaya_oblast~/Velizh/;67;
Калининградская область;Полесск;3610;/banks/Kaliningradskaya_oblast~/Polessk/list/;39;
Тульская область;Советск;7578;/banks/Tul~skaya_oblast~/Sovetsk/;71;
Пензенская область;Спасск;3840;/banks/Penzenskaya_oblast~/Spassk/;58;
Смоленская область;Демидов;4687;/banks/Smolenskaya_oblast~/Demidov/;67;
Тверская область;Весьегонск;2670;/banks/Tverskaya_oblast~/Ves~egonsk/;69;
Брянская область;Севск;3766;/banks/Bryanskaya_oblast~/Sevsk/list/;32;
Пермский край;Оханск;7816;/banks/Permskiy_kray/Ohansk/;59;
Республика Мордовия;Темников;3935;/banks/Respublika_Mordoviya/Temnikov/;13;
Костромская область;Макарьев;3261;/banks/Kostromskaya_oblast~/Makar~ev/;44;
Калужская область;Юхнов;4208;/banks/Kaluzhskaya_oblast~/Yuhnov/list/;40;
Пензенская область;Сурск;7357;/banks/Penzenskaya_oblast~/Sursk/;58;
Вологодская область;Красавино;3103;/banks/Vologodskaya_oblast~/Krasavino/list/;35;
Кировская область;Орлов;3540;/banks/Kirovskaya_oblast~/Orlov/;43;
Тверская область;Зубцов;4704;/banks/Tverskaya_oblast~/Zubtssov/;69;
Забайкальский край;Сретенск;4985;/banks/Zabaykal~skiy_kray/Sretensk/list/;75;
Владимирская область;Курлово;3171;/banks/Vladimirskaya_oblast~/Kurlovo/list/;33;
Санкт-Петербург и область;Каменногорск;2971;/banks/Sankt-Peterburg_i_oblast~/Kamennogorsk/;47;
Кировская область;Мураши;3369;/banks/Kirovskaya_oblast~/Murasshi/;43;
Иркутская область;Алзамай;2433;/banks/Irkutskaya_oblast~/Alzamay/list/;38;
Нижегородская область;Княгинино;3048;/banks/Nizhegorodskaya_oblast~/Knyaginino/;52;
Сахалинская область;Макаров;3259;/banks/Sahalinskaya_oblast~/Makarov/;65;
Рязанская область;Шацк;4825;/banks/Ryazanskaya_oblast~/Shatssk/;62;
Костромская область;Солигалич;3814;/banks/Kostromskaya_oblast~/Soligalich/;44;
Ивановская область;Гаврилов Посад;2711;/banks/Ivanovskaya_oblast~/Gavrilov_Posad/list/;37;
Калининградская область;Багратионовск;2488;/banks/Kaliningradskaya_oblast~/Bagrationovsk/list/;39;
Псковская область;Себеж;6929;/banks/Pskovskaya_oblast~/Sebezh/;60;
Белгородская область;Грайворон;2748;/banks/Belgorodskaya_oblast~/Grayvoron/list/;31;
Красноярский край;Игарка;2909;/banks/Krasnoyarskiy_kray/Igarka/;24;
Санкт-Петербург и область;Приморск;3671;/banks/Sankt-Peterburg_i_oblast~/Primorsk/;47;
Ярославская область;Пошехонье;3659;/banks/Yaroslavskaya_oblast~/Posshehon~e/;76;
Саратовская область;Шиханы;7511;/banks/Saratovskaya_oblast~/Shihanyi/;64;
Курская область;Суджа;3876;/banks/Kurskaya_oblast~/Sudzha/;46;
Ярославская область;Мышкин;206;/banks/Yaroslavskaya_oblast~/Myisshkin/;76;
Рязанская область;Спас-Клепики;4792;/banks/Ryazanskaya_oblast~/Spas-Klepiki/;62;
Белгородская область;Короча;3085;/banks/Belgorodskaya_oblast~/Korocha/list/;31;
Магаданская область;Сусуман;3894;/banks/Magadanskaya_oblast~/Susuman/;49;
Псковская область;Пыталово;7068;/banks/Pskovskaya_oblast~/Pyitalovo/;60;
Архангельская область;Шенкурск;4164;/banks/Arhangel~skaya_oblast~/Shenkursk/list/;29;
Пермский край;Усолье;7323;/banks/Permskiy_kray/Usol~e/;59;
Орловская область;Дмитровск;2796;/banks/Orlovskaya_oblast~/Dmitrovsk/;57;
Тверская область;Красный Холм;3133;/banks/Tverskaya_oblast~/Krasnyiy_Holm/;69;
Калужская область;Жиздра;7538;/banks/Kaluzhskaya_oblast~/Zhizdra/list/;40;
Ярославская область;Любим;5021;/banks/Yaroslavskaya_oblast~/Lyubim/;76;
Брянская область;Злынка;6236;/banks/Bryanskaya_oblast~/Zlyinka/list/;32;
Чукотский автономный округ;Билибино;2557;/banks/Chukotskiy_avtonomnyiy_okrug/Bilibino/;87;
Курская область;Фатеж;4063;/banks/Kurskaya_oblast~/Fatezh/;46;
Москва и область;Верея;2651;/banks/Moskva_i_oblast~/Vereya/;50;
Костромская область;Чухлома;4144;/banks/Kostromskaya_oblast~/Chuhloma/;44;
Республика Тыва;Туран;4859;/banks/Respublika_Tyiva/Turan/;17;
Пермский край;Чердынь;7422;/banks/Permskiy_kray/Cherdyin~/;59;
Калужская область;Спас-Деменск;3839;/banks/Kaluzhskaya_oblast~/Spas-Demensk/list/;40;
Республика Бурятия;Бабушкин;2480;/banks/Respublika_Buryatiya/Babusshkin/;3;
Вологодская область;Кадников;2950;/banks/Vologodskaya_oblast~/Kadnikov/list/;35;
Калининградская область;Озерск;7776;/banks/Kaliningradskaya_oblast~/Ozersk/list/;39;
Псковская область;Пустошка;6955;/banks/Pskovskaya_oblast~/Pustosshka/;60;
Калининградская область;Славск;3794;/banks/Kaliningradskaya_oblast~/Slavsk/list/;39;
Калининградская область;Нестеров;3404;/banks/Kaliningradskaya_oblast~/Nesterov/list/;39;
Сахалинская область;Томари;4807;/banks/Sahalinskaya_oblast~/Tomari/;65;
Псковская область;Гдов;2719;/banks/Pskovskaya_oblast~/Gdov/;60;
Смоленская область;Духовщина;4695;/banks/Smolenskaya_oblast~/Duhovsschina/;67;
Калининградская область;Правдинск;7835;/banks/Kaliningradskaya_oblast~/Pravdinsk/list/;39;
Калужская область;Мосальск;3338;/banks/Kaluzhskaya_oblast~/Mosal~sk/list/;40;
Санкт-Петербург и область;Любань;3242;/banks/Sankt-Peterburg_i_oblast~/Lyuban~/;47;
Чукотский автономный округ;Певек;7554;/banks/Chukotskiy_avtonomnyiy_okrug/Pevek/;87;
Калужская область;Мещовск;3308;/banks/Kaluzhskaya_oblast~/Messchovsk/list/;40;
Пермский край;Чермоз;7883;/banks/Permskiy_kray/Chermoz/;59;
Новгородская область;Холм;6701;/banks/Novgorodskaya_oblast~/Holm/;53;
Калининградская область;Ладушкин;7765;/banks/Kaliningradskaya_oblast~/Ladusshkin/list/;39;
Тверская область;Белый;6002;/banks/Tverskaya_oblast~/Belyiy/;69;
Псковская область;Новоржев;7082;/banks/Pskovskaya_oblast~/Novorzhev/;60;
Орловская область;Новосиль;3476;/banks/Orlovskaya_oblast~/Novosil~/;57;
Орловская область;Малоархангельск;3270;/banks/Orlovskaya_oblast~/Maloarhangel~sk/;57;
Архангельская область;Мезень;6318;/banks/Arhangel~skaya_oblast~/Mezen~/list/;29;
Республика Саха (Якутия);Среднеколымск;7390;/banks/Respublika_Saha_(Yakutiya)/Srednekolyimsk/;14;
Костромская область;Кологрив;5557;/banks/Kostromskaya_oblast~/Kologriv/;44;
Сахалинская область;Северо-Курильск;7568;/banks/Sahalinskaya_oblast~/Severo-Kuril~sk/;65;
Архангельская область;Сольвычегодск;6296;/banks/Arhangel~skaya_oblast~/Sol~vyichegodsk/list/;29;
Томская область;Кедровый;6662;/banks/Tomskaya_oblast~/Kedrovyiy/;70;
Ивановская область;Плес;3615;/banks/Ivanovskaya_oblast~/Ples/list/;37;
Нижегородская область;Горбатов;7167;/banks/Nizhegorodskaya_oblast~/Gorbatov/;52;
Красноярский край;Артемовск;5555;/banks/Krasnoyarskiy_kray/Artemovsk/;24;
Мурманская область;Островной;7700;/banks/Murmanskaya_oblast~/Ostrovnoy/;51;
Сахалинская область;Курильск;4954;/banks/Sahalinskaya_oblast~/Kuril~sk/;65;
Калининградская область;Приморск;7573;/banks/Kaliningradskaya_oblast~/Primorsk/list/;39;
Санкт-Петербург и область;Высоцк;2707;/banks/Sankt-Peterburg_i_oblast~/Vyisotssk/;47;
